gppd_idnr,elevation_meters
WRI1000043,1017
WRI1061215,2227
WRI1000048,2125
WRI1061218,1936
WRI1061219,2017
WRI1061221,2006
WRI1061220,2149
WRI1061217,2019
WRI1061214,181
WRI1061222,1220
WRI1000046,1057
WRI1061223,1113
WRI1000047,827
GEODB0042698,543
GEODB0042699,532
WRI1023728,3
WRI1008685,21
WRI1008689,7
WRI1008690,14
WRI1008692,13
WRI1008688,3
WRI1008687,3
WRI1008691,70
GEODB0041761,2047
GEODB0041762,768
GEODB0041757,687
GEODB0041763,939
GEODB0041759,559
GEODB0041758,602
GEODB0005740,852
GEODB0041760,536
WRI1022391,584
WRI1001049,400
WRI1001050,285
WRI1026796,256
WRI1026797,796
WRI1026798,471
WRI1026799,911
WRI1001051,542
WRI1001059,1084
WRI1026800,491
WRI1026801,478
WRI1026802,544
WRI1026803,676
WRI1001053,404
WRI1001055,194
WRI1001057,173
WRI1026804,756
WRI1026805,458
WRI1026806,206
WRI1001058,402
WRI1022439,29
WRI1022436,72
WRI1022440,4
WRI1022438,0
WRI1022437,9
WRI1023666,1098
WRI1023661,21
WRI1023665,11
WRI1023664,8
WRI1023667,10
WRI1023662,10
WRI1023663,4
WRI1023088,1950
WRI1023089,6
WRI1023090,37
WRI1023832,9
WRI1023835,17
WRI1023829,9
WRI1023822,6
WRI1023831,1
WRI1023823,7
WRI1023821,4
WRI1023824,59
WRI1023830,25
WRI1023828,18
WRI1023827,249
WRI1023826,0
GEODB0042163,100
GEODB0042165,74
GEODB0042162,46
GEODB0042161,40
GEODB0042167,71
GEODB0042166,128
GEODB0045217,292
GEODB0045216,334
GEODB0042700,602
GEODB0042704,692
GEODB0044852,465
GEODB0042705,408
GEODB0044851,326
GEODB0042701,698
GEODB0042709,592
GEODB0042703,559
GEODB0044849,430
GEODB0042706,249
GEODB0042707,1298
GEODB0042708,713
WRI1023098,1189
WRI1023092,1224
WRI1023093,377
WRI1023097,1301
WRI1023094,1154
WRI1023100,21
WRI1023099,1249
WRI1026779,1804
WRI1023095,9
WRI1023096,9
WRI1026780,1449
WRI1023101,1072
WRI1023102,142
WRI1023103,1072
WRI1023104,325
WRI1023105,321
WRI1000280,47
WRI1000233,143
WRI1026640,8
WRI1000246,10
WRI1000244,22
WRI1026641,10
WRI1000231,9
WRI1026642,47
WRI1000248,12
WRI1026643,55
WRI1000283,271
WRI1000255,0
WRI1000256,0
WRI1000245,10
WRI1000232,111
WRI1000239,25
WRI1026644,8
WRI1026645,5
WRI1026646,30
WRI1000276,7
WRI1000260,23
WRI1000277,6
WRI1000253,9
WRI1026647,45
WRI1000258,15
WRI1000238,651
WRI1000230,5
WRI1000247,63
WRI1000262,16
WRI1000261,16
WRI1026648,6
WRI1000235,47
WRI1000265,7
WRI1000243,17
WRI1000266,10
WRI1000279,8
WRI1000263,9
WRI1000275,17
WRI1000281,15
WRI1000284,3
WRI1000254,5
WRI1000274,17
WRI1000228,5
WRI1000237,247
WRI1000273,184
WRI1000285,5
WRI1000250,13
WRI1000251,13
WRI1000257,15
GEODB0043693,34
GEODB0042546,207
GEODB0042549,343
GEODB0042550,314
WRI1023106,330
WRI1023107,8
WRI1023108,5
WRI1023109,5
WRI1023111,4
WRI1023110,510
WRI1023130,145
WRI1023112,105
WRI1023113,10
WRI1023114,169
WRI1023115,63
WRI1023116,35
WRI1023117,4
WRI1023118,6
WRI1023119,0
WRI1023120,149
WRI1023122,95
WRI1023123,47
WRI1023124,54
WRI1023125,143
WRI1023126,89
WRI1023127,18
WRI1023128,251
WRI1023129,86
MEX0001766,5
MEX0001856,212
MEX0006565,1275
MEX0001859,437
MEX0001776,21
MEX0001794,22
MEX0001774,14
MEX0001773,9
MEX0001834,311
MEX0006643,32
MEX0006644,1800
MEX0006645,1525
MEX0006702,1923
MEX0006647,69
MEX0006654,1082
MEX0006648,622
MEX0006649,14
MEX0006646,78
MEX0006592,217
MEX0001845,0
MEX0001795,1929
MEX0001857,527
MEX0001818,1272
MEX0006704,28
MEX0006650,1035
MEX0006651,482
MEX0006563,547
MEX0006578,1309
MEX0006574,1990
MEX0006652,232
MEX0006575,408
MEX0001852,7
MEX0001768,308
MEX0001860,463
MEX0001802,7
MEX0006653,273
MEX0006619,8
MEX0001868,9
MEX0006611,9
MEX0006636,1341
MEX0001784,1487
MEX0006579,256
MEX0006584,957
MEX0006561,1249
MEX0006566,848
MEX0006630,1775
MEX0006655,36
MEX0006632,1334
MEX0006641,727
MEX0001813,4
MEX0006656,10
MEX0006590,931
MEX0006586,580
MEX0006713,487
MEX0001805,10
MEX0006657,1772
MEX0006658,15
MEX0006585,104
MEX0001804,1930
MEX0006554,188
MEX0006706,29
MEX0001833,33
MEX0001820,33
MEX0006570,293
MEX0001814,0
MEX0001842,1981
MEX0001821,0
MEX0006701,1232
MEX0006698,2009
MEX0001844,19
MEX0001871,16
MEX0001866,18
MEX0006715,1145
MEX0006716,26
MEX0006703,33
MEX0006705,24
MEX0006580,75
MEX0001832,24
MEX0001865,1131
MEX0006660,16
MEX0001767,2120
MEX0001819,1194
MEX0006708,54
MEX0001828,189
MEX0006633,520
MEX0001851,7
MEX0001815,1150
MEX0001830,1126
MEX0001831,248
MEX0006627,89
MEX0006631,1221
MEX0006635,669
MEX0006629,1115
MEX0006634,1123
MEX0001788,377
MEX0001789,384
MEX0001806,381
MEX0006714,24
MEX0006591,109
MEX0001782,359
MEX0001854,238
MEX0006642,34
MEX0006661,365
MEX0006662,16
MEX0006663,1342
MEX0006665,995
MEX0006666,34
MEX0006667,84
MEX0006668,17
MEX0006669,925
MEX0006670,512
MEX0006671,177
MEX0006659,922
MEX0006672,23
MEX0006673,112
MEX0006674,405
MEX0006675,1102
MEX0006676,1203
MEX0006677,877
MEX0006678,9
MEX0006679,115
MEX0006680,94
MEX0006681,1262
MEX0006682,1232
MEX0006683,401
MEX0006684,286
MEX0006685,771
MEX0006686,41
MEX0006687,7
MEX0006688,45
MEX0006689,1343
MEX0006690,1312
MEX0006691,41
MEX0006664,1092
MEX0006709,28
MEX0006555,999
MEX0001785,11
MEX0006577,255
MEX0001771,308
MEX0001817,24
MEX0006557,337
MEX0006692,1165
MEX0006587,303
MEX0001793,1123
MEX0001879,32
MEX0006620,35
MEX0001874,30
MEX0001864,50
MEX0001769,22
MEX0006615,750
MEX0001858,246
MEX0001849,5
MEX0006589,2196
MEX0001870,2856
MEX0006617,2961
MEX0001861,146
MEX0006564,1404
MEX0001855,111
MEX0006588,739
MEX0001853,365
MEX0001770,11
MEX0001778,11
MEX0001779,11
MEX0001869,236
MEX0001800,0
MEX0006640,322
MEX0006573,1392
MEX0006569,118
MEX0001809,384
MEX0006710,1354
MEX0001836,14
MEX0001803,15
MEX0001826,1278
MEX0001873,905
MEX0001839,2240
MEX0001807,1864
MEX0001810,1486
MEX0001875,39
MEX0001876,39
MEX0001877,41
MEX0001878,61
MEX0006576,70
MEX0006628,1219
MEX0006582,580
MEX0001846,28
MEX0001812,29
MEX0001837,32
MEX0001835,31
MEX0001840,1714
MEX0001843,6
MEX0001848,10
MEX0001841,2126
MEX0006693,47
MEX0006694,357
MEX0006695,481
MEX0006571,1686
MEX0001872,331
MEX0001765,22
MEX0006562,1919
MEX0001847,59
MEX0001777,11
MEX0001816,11
MEX0006638,2414
MEX0006637,1043
MEX0006639,430
MEX0006696,16
MEX0006568,1473
MEX0001783,11
MEX0001850,11
MEX0001880,246
MEX0001796,18
MEX0001797,18
MEX0001792,33
MEX0001786,1713
MEX0001829,1324
MEX0006572,134
MEX0001791,1273
MEX0001811,2194
MEX0006560,2316
MEX0006618,371
MEX0006697,22
MEX0006558,856
MEX0006712,29
MEX0006699,1307
MEX0006700,1131
MEX0006559,1937
MEX0001772,105
MEX0001863,68
MEX0006583,655
MEX0001781,7
MEX0001823,56
MEX0001822,56
MEX0006556,1163
MEX0001838,8
MEX0006553,1996
MEX0001824,702
MEX0001827,4
MEX0001825,1280
MEX0001801,2113
MEX0001798,9
MEX0001775,9
MEX0001799,4
MEX0006581,838
MEX0001867,1124
MEX0001790,26
MEX0001787,2252
MEX0001808,2252
MEX0001780,1824
MEX0006621,13
MEX0006567,1537
MEX0001862,72
WRI1002984,48
WRI1002985,95
WRI1002986,115
WRI1002987,83
WRI1002988,24
WRI1002989,21
WRI1000181,1268
WRI1000185,1476
GEODB0042687,91
GEODB0042686,631
GEODB0042685,764
WRI1023668,648
WRI1023669,487
WRI1023674,274
WRI1023670,928
WRI1061196,462
WRI1061195,236
WRI1023672,142
WRI1023673,424
WRI1023675,784
WRI1023676,10
WRI1023679,44
WRI1023680,1252
WRI1061197,1227
WRI1061198,1227
WRI1023681,1059
WRI1023682,8
WRI1023683,9
WRI1023685,121
WRI1023688,38
WRI1023677,4
WRI1023689,462
WRI1023690,95
WRI1061199,8
WRI1023691,129
WRI1023692,24
WRI1023693,728
WRI1023694,202
WRI1023695,187
WRI1023696,659
WRI1023697,1103
WRI1023698,206
WRI1061201,1478
WRI1023700,43
WRI1023702,65
WRI1023701,196
WRI1023705,41
WRI1023706,320
WRI1023707,500
WRI1023708,417
WRI1023709,518
WRI1023704,597
WRI1023710,495
WRI1061194,24
WRI1000110,324
WRI1000111,620
WRI1000112,88
WRI1061349,9
WRI1061350,799
WRI1061351,511
WRI1061352,42
WRI1061353,841
WRI1061354,368
WRI1061355,104
WRI1061356,154
WRI1061379,395
WRI1061357,128
WRI1061358,263
WRI1061380,5
WRI1061359,78
WRI1061360,18
WRI1061361,133
WRI1061362,12
WRI1061382,21
WRI1061363,129
WRI1061381,176
WRI1061364,127
WRI1061365,46
WRI1061366,81
WRI1061367,774
WRI1061368,239
WRI1061369,8
WRI1061370,144
WRI1061371,20
WRI1061372,1288
WRI1061374,139
WRI1061373,91
WRI1061375,9
WRI1061376,69
WRI1061377,675
WRI1061378,10
WRI1023132,6
WRI1023138,622
WRI1023135,1625
WRI1023136,1224
WRI1023137,1447
WRI1023131,6
WRI1023133,896
WRI1023134,1616
GEODB0040476,1592
GEODB0040484,541
GEODB0044203,106
GEODB0040475,531
GEODB0040485,1290
GEODB0040480,1538
GEODB0040482,623
GEODB0040477,343
GEODB0040478,638
GEODB0043974,883
GEODB0044207,982
GEODB0040483,588
WRI1005281,1
WRI1019300,10
WRI1005290,1
WRI1005499,5
WRI1005293,6
WRI1005294,1
WRI1005506,1
WRI1005303,0
WRI1019310,6
WRI1005509,5
WRI1005313,0
WRI1005311,3
WRI1019288,0
WRI1019289,0
WRI1005312,0
WRI1005314,8
WRI1019305,3
WRI1005465,6
WRI1019307,25
WRI1005330,0
WRI1019306,10
WRI1005338,9
WRI1005339,10
WRI1005348,14
WRI1019298,14
WRI1005350,3
WRI1005351,0
WRI1019313,13
WRI1005359,0
WRI1005362,3
WRI1005363,1
WRI1005372,0
WRI1005373,5
WRI1005382,1
WRI1005389,1
WRI1005390,0
WRI1019296,1
WRI1019295,1
WRI1019311,0
WRI1005394,1
WRI1019290,3
WRI1005400,9
WRI1005402,7
WRI1005409,0
WRI1005410,124
WRI1005461,0
WRI1005427,0
WRI1005428,0
WRI1005515,2
WRI1005380,1
WRI1019287,6
WRI1005455,0
WRI1005458,0
WRI1005462,3
WRI1005474,3
WRI1005476,8
WRI1005477,0
WRI1005431,6
WRI1000316,123
WRI1000323,324
WRI1000321,258
WRI1000302,271
WRI1000301,354
WRI1000328,196
WRI1000343,256
WRI1000344,366
WRI1000314,394
WRI1000345,321
WRI1000305,25
WRI1000306,25
WRI1000307,25
WRI1000315,39
WRI1000327,29
WRI1000347,467
WRI1000304,201
WRI1000318,196
WRI1000339,37
WRI1022455,183
WRI1000326,331
WRI1000332,352
WRI1000322,268
WRI1000300,385
WRI1000346,583
WRI1000341,5
WRI1000311,54
WRI1000325,336
WRI1022456,320
WRI1000334,434
WRI1000336,36
WRI1022453,423
WRI1000313,692
WRI1000312,259
WRI1000317,170
WRI1000348,377
WRI1000331,348
WRI1000303,232
WRI1022454,146
WRI1000319,355
WRI1000337,11
WRI1022457,578
WRI1000320,472
GEODB0043604,245
GEODB0043603,46
GEODB0043605,67
GEODB0043606,101
GEODB0043601,33
GEODB0043592,249
GEODB0043591,724
GEODB0043597,5
GEODB0043594,58
GEODB0043593,46
GEODB0043595,97
GEODB0043599,40
GEODB0043600,34
GEODB0043607,188
GEODB0043598,62
WRI1023139,529
WRI1023140,423
WRI1023141,423
WRI1023142,217
WRI1023143,212
WRI1023144,459
WRI1000030,59
WRI1000025,50
WRI1000027,17
WRI1000034,12
WRI1000026,119
WRI1000037,101
WRI1000036,109
WRI1000031,26
WRI1000029,19
WRI1000032,85
WRI1000028,5
WRI1000035,372
WRI1019857,17
WRI1019823,13
WRI1019836,5
WRI1019832,17
WRI1019826,15
WRI1019822,10
WRI1019834,7
WRI1019846,62
WRI1019847,277
WRI1019855,1113
WRI1019828,8
WRI1019865,169
WRI1019820,120
WRI1019821,22
WRI1019825,12
WRI1019850,84
WRI1019844,1051
WRI1019829,19
WRI1019848,1195
WRI1019853,42
WRI1019827,23
WRI1019824,45
WRI1019840,86
WRI1019849,27
WRI1019851,203
WRI1019833,10
WRI1019830,9
WRI1019841,318
WRI1019842,21
WRI1019843,286
WRI1002991,750
WRI1002992,214
WRI1002997,217
WRI1003002,50
WRI1003004,42
WRI1003005,33
WRI1003006,203
WRI1003007,16
WRI1003009,2
WRI1003010,87
WRI1003011,805
WRI1003015,120
WRI1003016,17
WRI1003017,71
WRI1003019,242
WRI1003023,30
WRI1003025,860
WRI1003026,124
WRI1003028,146
WRI1003029,15
WRI1003030,106
WRI1003031,191
WRI1003033,378
WRI1003034,113
WRI1003036,119
WRI1003037,80
WRI1003039,10
WRI1003040,131
WRI1003048,140
WRI1003049,438
WRI1003050,20
WRI1003052,76
WRI1003055,65
WRI1003056,182
WRI1003057,267
WRI1003058,701
WRI1003061,703
WRI1003062,275
WRI1003063,35
WRI1003064,129
WRI1003065,29
WRI1003067,20
WRI1003068,140
WRI1003069,454
WRI1003070,426
WRI1003071,63
WRI1003075,55
WRI1003076,562
WRI1003078,325
WRI1003079,194
WRI1003080,210
WRI1003081,19
WRI1003084,18
WRI1003086,48
WRI1003087,169
WRI1003088,586
WRI1003089,23
WRI1003090,201
WRI1003110,12
WRI1003092,361
WRI1003095,47
WRI1003098,40
WRI1003099,759
WRI1003100,631
WRI1003101,100
WRI1003103,1146
WRI1003104,71
WRI1003105,321
WRI1003106,32
WRI1003108,217
WRI1003113,178
WRI1003114,296
WRI1003115,33
WRI1003116,138
WRI1003119,321
WRI1003120,49
WRI1003121,592
WRI1003122,17
WRI1003125,288
WRI1003126,135
WRI1003128,191
WRI1003130,13
WRI1003132,21
WRI1003134,8
WRI1003136,44
WRI1003138,517
WRI1003141,223
WRI1003142,22
WRI1003143,25
WRI1003145,668
WRI1003149,860
WRI1003150,153
WRI1003151,138
WRI1003152,120
WRI1003154,137
WRI1003155,35
WRI1003156,689
WRI1003157,76
WRI1003158,74
WRI1003159,22
WRI1003161,743
WRI1003162,110
WRI1003163,366
WRI1003167,46
WRI1003168,296
WRI1003170,225
WRI1003172,146
WRI1003173,720
WRI1003176,208
WRI1003178,22
WRI1003179,22
WRI1003189,112
WRI1003190,228
WRI1003191,228
WRI1003194,49
WRI1003195,628
WRI1003196,90
WRI1003197,638
WRI1003199,192
WRI1003201,211
WRI1003202,11
WRI1003203,206
WRI1003204,216
WRI1003205,37
WRI1003206,285
WRI1003207,160
WRI1003209,1064
WRI1003211,278
WRI1003212,171
WRI1003213,38
WRI1003214,152
WRI1003215,596
WRI1003216,95
WRI1003217,217
WRI1003219,87
WRI1003220,133
WRI1003221,473
WRI1003222,569
WRI1003225,78
WRI1003227,72
WRI1003229,96
WRI1003231,59
WRI1003232,161
WRI1003233,232
WRI1003234,83
WRI1003238,169
WRI1003239,178
WRI1003243,90
WRI1003244,296
WRI1003246,322
WRI1003247,133
WRI1003248,20
WRI1003249,126
WRI1003254,232
WRI1003255,34
WRI1003256,5
WRI1003257,193
WRI1003258,754
WRI1003259,374
WRI1003260,228
WRI1003261,71
WRI1003263,535
WRI1003264,773
WRI1003265,773
WRI1003267,171
WRI1003270,20
WRI1003273,94
WRI1003275,41
WRI1003276,125
WRI1003277,886
WRI1003279,280
WRI1003281,215
WRI1003282,556
WRI1003284,7
WRI1003287,45
WRI1003288,19
WRI1003289,24
WRI1003294,599
WRI1003297,99
WRI1003299,727
WRI1003300,102
WRI1003302,70
WRI1003303,797
WRI1003304,4
WRI1003306,427
WRI1003308,34
WRI1003309,13
WRI1003310,34
WRI1003312,29
WRI1003313,551
WRI1003314,43
WRI1003315,587
WRI1003316,100
WRI1003318,49
WRI1003320,14
WRI1003321,40
WRI1003323,194
WRI1003325,558
WRI1003326,79
WRI1003327,369
WRI1003329,404
WRI1003330,128
WRI1003334,80
WRI1003335,320
WRI1003336,498
WRI1003338,59
WRI1003339,0
WRI1003349,9
WRI1003350,347
WRI1003351,52
WRI1003352,113
WRI1003354,37
WRI1003355,0
WRI1003357,224
WRI1003358,382
WRI1003361,30
WRI1003362,245
WRI1003369,38
WRI1003372,235
WRI1003375,145
WRI1003378,15
WRI1003379,474
WRI1003381,206
WRI1003384,245
WRI1003385,63
WRI1003388,214
WRI1003389,184
WRI1003391,119
WRI1003392,651
WRI1003396,277
WRI1003398,579
WRI1003399,546
WRI1003400,402
WRI1003409,13
WRI1003411,1335
WRI1003415,11
WRI1003418,306
WRI1003426,380
WRI1003429,672
WRI1003431,581
WRI1003453,5
WRI1003436,138
WRI1003437,142
WRI1003441,365
WRI1003446,305
WRI1003447,305
WRI1003458,398
WRI1003460,860
WRI1003465,27
WRI1003471,305
WRI1003475,42
WRI1003478,586
WRI1003479,482
WRI1003482,13
WRI1003483,43
WRI1003485,68
WRI1003486,116
WRI1003489,39
WRI1003494,262
WRI1003495,88
WRI1003497,40
WRI1003499,111
WRI1003508,20
WRI1003512,114
WRI1003513,608
WRI1003515,733
WRI1003516,0
WRI1003518,0
WRI1003524,71
WRI1003528,57
WRI1003529,129
WRI1003537,319
WRI1003539,153
WRI1003540,163
WRI1003541,74
WRI1003543,129
WRI1003544,23
WRI1003551,70
WRI1003553,131
WRI1003554,187
WRI1003555,114
WRI1003557,143
WRI1003558,13
WRI1003566,395
WRI1003568,55
WRI1003571,32
WRI1003573,513
WRI1003574,492
WRI1003576,53
WRI1003577,391
WRI1003585,40
WRI1003591,169
WRI1003593,15
WRI1003597,78
WRI1003601,481
WRI1003604,558
WRI1003610,475
WRI1003611,1024
WRI1003612,424
WRI1003622,56
WRI1003630,860
WRI1003631,560
WRI1003634,704
WRI1003643,614
WRI1003649,77
WRI1003651,515
WRI1023723,4
WRI1023719,11
WRI1023726,250
WRI1023721,386
WRI1023720,70
WRI1023724,3
WRI1023725,0
WRI1023727,4
WRI1023722,248
WRI1001628,125
WRI1001643,204
WRI1001624,8
WRI1001661,188
WRI1001626,206
WRI1001665,210
WRI1030462,1442
WRI1001663,1441
WRI1030469,4
WRI1001644,67
WRI1030455,191
WRI1030456,32
WRI1001631,139
WRI1001645,71
WRI1030467,3
WRI1001658,301
WRI1001668,83
WRI1001632,11
WRI1001633,1613
WRI1001627,9
WRI1001647,9
WRI1001634,208
WRI1030463,41
WRI1001625,15
WRI1001635,204
WRI1001622,10
WRI1001621,7
WRI1001656,136
WRI1030454,52
WRI1001636,75
WRI1001659,350
WRI1030458,232
WRI1030466,75
WRI1030459,126
WRI1030461,2882
WRI1001650,197
WRI1001649,197
WRI1001629,125
WRI1030453,575
WRI1030460,764
WRI1001669,126
WRI1026464,120
WRI1001662,217
WRI1001623,40
WRI1001638,210
WRI1030457,175
WRI1001666,209
WRI1001639,208
WRI1001640,28
WRI1001657,333
WRI1030468,3
WRI1030464,59
WRI1001641,72
WRI1001654,72
WRI1001683,60
WRI1001660,384
WRI1030465,45
GEODB0043557,11
GEODB0043554,11
GEODB0043529,14
GEODB0043520,59
GEODB0043528,8
GEODB0043522,131
GEODB0043521,686
GEODB0043519,114
GEODB0043552,15
GEODB0043526,614
GEODB0043527,321
GEODB0043553,78
GEODB0043556,52
GEODB0043523,24
WRI1022430,1710
WRI1022418,21
WRI1022435,5
WRI1022421,358
WRI1022423,7
WRI1022431,805
WRI1022432,1057
WRI1022420,2037
WRI1022429,2286
WRI1022419,1293
WRI1022426,549
WRI1022433,487
WRI1023819,1553
WRI1022422,134
WRI1022427,1263
WRI1022985,170
WRI1022983,217
WRI1022984,76
WRI1022062,297
WRI1022054,2717
WRI1022071,1432
WRI1022074,3756
WRI1022053,46
WRI1022060,1166
WRI1022072,966
WRI1022051,6
WRI1022079,2954
WRI1022059,1783
WRI1022047,35
WRI1022064,45
WRI1022052,41
WRI1022050,1780
WRI1022102,1252
WRI1022108,362
WRI1022058,1889
WRI1022101,1041
WRI1022049,296
WRI1022063,107
WRI1022075,4184
WRI1022104,1528
WRI1022046,48
WRI1022055,1584
WRI1022048,2101
WRI1022056,182
WRI1022103,693
WRI1022109,95
WRI1022057,66
WRI1022061,1871
WRI1001957,723
WRI1001958,553
WRI1001959,351
WRI1001960,10
WRI1001902,718
WRI1001900,204
WRI1029959,73
WRI1029964,49
WRI1029960,5
WRI1001889,501
WRI1001966,9
WRI1001904,63
WRI1001906,0
WRI1001879,9
WRI1001903,575
WRI1001899,284
WRI1001907,0
WRI1001870,13
WRI1001912,72
WRI1001898,14
WRI1001947,12
WRI1001905,357
WRI1001938,13
WRI1001921,13
WRI1001965,8
WRI1030484,53
WRI1023900,37
WRI1023901,51
WRI1023893,8
WRI1023905,60
WRI1030488,33
WRI1023902,14
WRI1023914,94
WRI1029968,2
WRI1030473,13
WRI1001936,68
WRI1023909,541
WRI1001886,13
WRI1023911,33
WRI1030474,29
WRI1001896,10
WRI1023913,376
WRI1001942,419
WRI1001884,17
WRI1001897,192
WRI1001888,237
WRI1001891,23
WRI1001883,12
WRI1001892,27
WRI1001875,0
WRI1001871,10
WRI1001962,2
WRI1030489,1
WRI1001956,271
WRI1030471,187
WRI1030485,32
WRI1030490,18
WRI1030491,61
WRI1001869,18
WRI1001941,414
WRI1001901,155
WRI1001931,31
WRI1001951,9
WRI1029966,18
WRI1001923,0
WRI1001913,99
WRI1001961,200
WRI1023906,84
WRI1023898,48
WRI1001873,26
WRI1001948,5
WRI1001945,6
WRI1001887,0
WRI1001894,113
WRI1030470,59
WRI1023892,26
WRI1023890,12
WRI1023889,13
WRI1029969,10
WRI1001950,38
WRI1001885,9
WRI1001872,24
WRI1001877,9
WRI1023910,2
WRI1029961,10
WRI1030472,170
WRI1030486,40
WRI1030487,41
WRI1029967,7
WRI1023912,12
WRI1029962,278
WRI1001890,40
WRI1001920,2
WRI1001943,419
WRI1030480,9
WRI1023903,4
WRI1001954,17
WRI1023899,60
WRI1019047,112
WRI1019086,190
WRI1023817,207
WRI1019069,194
WRI1019068,70
WRI1019059,305
WRI1019090,124
WRI1019037,11
WRI1019071,140
WRI1019077,175
WRI1019087,198
WRI1019046,94
WRI1019058,191
WRI1019049,59
WRI1019061,206
WRI1019064,219
WRI1019053,92
WRI1019063,20
WRI1019080,87
WRI1019060,10
WRI1019085,15
WRI1019082,64
WRI1019066,261
WRI1019038,258
WRI1019073,81
WRI1019084,81
WRI1019075,268
WRI1019078,96
WRI1019032,112
WRI1019040,112
WRI1019051,202
WRI1019089,42
WRI1019079,315
WRI1019035,156
WRI1019045,101
WRI1019054,108
WRI1019076,9
WRI1019048,321
WRI1019034,175
WRI1019062,162
WRI1019039,111
WRI1019050,111
WRI1019033,225
WRI1019044,350
WRI1019052,216
WRI1019065,369
WRI1019056,160
WRI1019036,243
WRI1019092,260
WRI1019055,120
WRI1019072,53
WRI1019081,125
WRI1019088,8
WRI1019067,115
WRI1019042,274
WRI1019057,286
WRI1019041,286
WRI1019043,6
WRI1019070,88
WRI1023257,947
WRI1022586,20
WRI1022519,288
WRI1023258,280
WRI1022587,89
WRI1022588,89
WRI1022659,310
WRI1023261,724
WRI1022589,203
WRI1023263,334
WRI1022590,276
WRI1023264,232
WRI1023265,1026
WRI1023275,958
WRI1023233,366
WRI1023276,393
WRI1022561,857
WRI1023266,1030
WRI1023267,354
WRI1023268,942
WRI1023269,1116
WRI1023270,1235
WRI1023271,721
WRI1023272,1131
WRI1023273,1276
WRI1023274,898
WRI1022662,247
WRI1022663,429
WRI1023278,565
WRI1022664,207
WRI1023279,1187
WRI1022661,36
WRI1023280,249
WRI1022593,201
WRI1022665,78
WRI1023281,849
WRI1023282,382
WRI1023284,294
WRI1022668,82
WRI1023287,792
WRI1023288,294
WRI1022670,91
WRI1022594,61
WRI1022523,36
WRI1022524,77
WRI1023289,796
WRI1023259,1085
WRI1023291,323
WRI1023292,294
WRI1023290,943
WRI1022595,234
WRI1022527,32
WRI1022672,356
WRI1023293,138
WRI1023294,814
WRI1023295,918
WRI1022574,48
WRI1023296,1568
WRI1023297,1077
WRI1022674,62
WRI1023299,314
WRI1023301,157
WRI1023302,1132
WRI1023303,1048
WRI1022675,342
WRI1022565,189
WRI1022676,217
WRI1022677,363
WRI1022528,441
WRI1023304,867
WRI1022678,232
WRI1022679,92
WRI1023305,1015
WRI1023306,1177
WRI1023307,1352
WRI1023308,1018
WRI1023309,1007
WRI1023310,90
WRI1022596,86
WRI1023311,1296
WRI1023312,976
WRI1023313,941
WRI1023314,251
WRI1022568,692
WRI1022682,311
WRI1022597,347
WRI1023315,882
WRI1022685,346
WRI1022686,487
WRI1022687,124
WRI1022598,93
WRI1022562,154
WRI1022599,291
WRI1023318,896
WRI1023319,1244
WRI1022689,224
WRI1023320,462
WRI1023321,472
WRI1023323,1116
WRI1022692,457
WRI1022600,77
WRI1023324,953
WRI1022601,198
WRI1022693,410
WRI1023325,262
WRI1022694,219
WRI1023326,176
WRI1022695,284
WRI1023328,126
WRI1023330,1032
WRI1023327,998
WRI1023329,473
WRI1023333,1067
WRI1023334,1036
WRI1022498,164
WRI1022499,40
WRI1022500,26
WRI1022501,108
WRI1022505,31
WRI1022506,438
WRI1022502,31
WRI1022503,8
WRI1022504,20
WRI1022530,74
WRI1022604,30
WRI1022606,59
WRI1022607,59
WRI1022608,59
WRI1022609,59
WRI1022610,25
WRI1022698,331
WRI1023335,173
WRI1022699,506
WRI1023336,416
WRI1022580,818
WRI1023337,956
WRI1023339,449
WRI1022611,267
WRI1022701,236
WRI1022703,338
WRI1022704,78
WRI1023340,395
WRI1023341,234
WRI1022612,91
WRI1022613,72
WRI1022614,78
WRI1022615,78
WRI1022707,269
WRI1022708,1058
WRI1022709,362
WRI1023342,263
WRI1022616,122
WRI1022569,118
WRI1023343,876
WRI1022618,114
WRI1022617,109
WRI1022619,73
WRI1023344,155
WRI1022620,118
WRI1023346,1062
WRI1023347,1062
WRI1023348,1196
WRI1023349,1531
WRI1023232,410
WRI1022713,92
WRI1022714,189
WRI1023350,1079
WRI1023351,1068
WRI1022712,598
WRI1022706,131
WRI1022621,268
WRI1022716,63
WRI1023352,851
WRI1023353,1236
WRI1023354,329
WRI1023355,876
WRI1022718,355
WRI1023356,970
WRI1023357,241
WRI1022720,303
WRI1022622,235
WRI1022723,250
WRI1023358,408
WRI1022582,324
WRI1022623,231
WRI1022724,87
WRI1022725,322
WRI1023360,299
WRI1022583,31
WRI1023362,137
WRI1023361,1125
WRI1022624,29
WRI1023363,1295
WRI1023231,5
WRI1022535,112
WRI1023365,1001
WRI1022576,73
WRI1022537,124
WRI1023366,1418
WRI1022625,1410
